"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"10703","McClureEtal1967-o729","Myotis mystacinus","Psychoda makati ","cohabitates with","Asia","Malaysia",""
"10704","McClureEtal1967-o73","Myotis mystacinus","Dryophiops rubescens","cohabitates with","Asia","Malaysia",""
"10705","McClureEtal1967-o730","Taphozous melanopogon ","Psychoda makati ","cohabitates with","Asia","Malaysia",""
"10706","McClureEtal1967-o731","Eonycteris spelaea","Psychoda makati ","cohabitates with","Asia","Malaysia",""
"10707","McClureEtal1967-o732","Rhinolophus affinis","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10708","McClureEtal1967-o733","Rhinolophus luctus ","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10709","McClureEtal1967-o734","Hipposideros bicolor","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10710","McClureEtal1967-o735","Hipposideros galiterus ","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10711","McClureEtal1967-o736","Hipposideros armiger ","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10712","McClureEtal1967-o737","Hipposideros diadema ","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10713","McClureEtal1967-o738","Myotis mystacinus","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10714","McClureEtal1967-o739","Taphozous melanopogon ","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10715","McClureEtal1967-o74","Taphozous melanopogon ","Dryophiops rubescens","cohabitates with","Asia","Malaysia",""
"10716","McClureEtal1967-o740","Eonycteris spelaea","Atrichopogon jacobsoni","cohabitates with","Asia","Malaysia",""
"10717","McClureEtal1967-o741","Rhinolophus affinis","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10718","McClureEtal1967-o742","Rhinolophus luctus ","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10719","McClureEtal1967-o743","Hipposideros bicolor","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10720","McClureEtal1967-o744","Hipposideros galiterus ","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10721","McClureEtal1967-o745","Hipposideros armiger ","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10722","McClureEtal1967-o746","Hipposideros diadema ","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10723","McClureEtal1967-o747","Myotis mystacinus","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10724","McClureEtal1967-o748","Taphozous melanopogon ","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10725","McClureEtal1967-o749","Eonycteris spelaea","Forcipomyia spp.","cohabitates with","Asia","Malaysia",""
"10726","McClureEtal1967-o75","Rhinolophus affinis","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10727","McClureEtal1967-o750","Rhinolophus affinis","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10728","McClureEtal1967-o751","Rhinolophus luctus ","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10729","McClureEtal1967-o752","Hipposideros bicolor","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10730","McClureEtal1967-o753","Hipposideros galiterus ","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10731","McClureEtal1967-o754","Hipposideros armiger ","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10732","McClureEtal1967-o755","Hipposideros diadema ","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10733","McClureEtal1967-o756","Myotis mystacinus","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10734","McClureEtal1967-o757","Taphozous melanopogon ","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10735","McClureEtal1967-o758","Eonycteris spelaea","Aedes albopictus","cohabitates with","Asia","Malaysia",""
"10736","McClureEtal1967-o759","Rhinolophus affinis","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10737","McClureEtal1967-o76","Rhinolophus luctus ","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10738","McClureEtal1967-o760","Rhinolophus luctus ","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10739","McClureEtal1967-o761","Hipposideros bicolor","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10740","McClureEtal1967-o762","Hipposideros galiterus ","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10741","McClureEtal1967-o763","Hipposideros armiger ","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10742","McClureEtal1967-o764","Hipposideros diadema ","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10743","McClureEtal1967-o765","Myotis mystacinus","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10744","McClureEtal1967-o766","Taphozous melanopogon ","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10745","McClureEtal1967-o767","Eonycteris spelaea","Uranotaenia sp. ","cohabitates with","Asia","Malaysia",""
"10746","McClureEtal1967-o768","Rhinolophus affinis","Chironomidae","cohabitates with","Asia","Malaysia",""
"10747","McClureEtal1967-o769","Rhinolophus luctus ","Chironomidae","cohabitates with","Asia","Malaysia",""
"10748","McClureEtal1967-o77","Hipposideros bicolor","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10749","McClureEtal1967-o770","Hipposideros bicolor","Chironomidae","cohabitates with","Asia","Malaysia",""
"10750","McClureEtal1967-o771","Hipposideros galiterus ","Chironomidae","cohabitates with","Asia","Malaysia",""
"10751","McClureEtal1967-o772","Hipposideros armiger ","Chironomidae","cohabitates with","Asia","Malaysia",""
"10752","McClureEtal1967-o773","Hipposideros diadema ","Chironomidae","cohabitates with","Asia","Malaysia",""
"10753","McClureEtal1967-o774","Myotis mystacinus","Chironomidae","cohabitates with","Asia","Malaysia",""
"10754","McClureEtal1967-o775","Taphozous melanopogon ","Chironomidae","cohabitates with","Asia","Malaysia",""
"10755","McClureEtal1967-o776","Eonycteris spelaea","Chironomidae","cohabitates with","Asia","Malaysia",""
"10756","McClureEtal1967-o777","Rhinolophus affinis","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10757","McClureEtal1967-o778","Rhinolophus luctus ","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10758","McClureEtal1967-o779","Hipposideros bicolor","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10759","McClureEtal1967-o78","Hipposideros galiterus ","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10760","McClureEtal1967-o780","Hipposideros galiterus ","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10761","McClureEtal1967-o781","Hipposideros armiger ","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10762","McClureEtal1967-o782","Hipposideros diadema ","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10763","McClureEtal1967-o783","Myotis mystacinus","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10764","McClureEtal1967-o784","Taphozous melanopogon ","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10765","McClureEtal1967-o785","Eonycteris spelaea","Pentaneura batuensis","cohabitates with","Asia","Malaysia",""
"10766","McClureEtal1967-o786","Rhinolophus affinis","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10767","McClureEtal1967-o787","Rhinolophus luctus ","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10768","McClureEtal1967-o788","Hipposideros bicolor","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10769","McClureEtal1967-o789","Hipposideros galiterus ","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10770","McClureEtal1967-o79","Hipposideros armiger ","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10771","McClureEtal1967-o790","Hipposideros armiger ","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10772","McClureEtal1967-o791","Hipposideros diadema ","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10773","McClureEtal1967-o792","Myotis mystacinus","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10774","McClureEtal1967-o793","Taphozous melanopogon ","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10775","McClureEtal1967-o794","Eonycteris spelaea","Eusmittia cavernae","cohabitates with","Asia","Malaysia",""
"10776","McClureEtal1967-o795","Rhinolophus affinis","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10777","McClureEtal1967-o796","Rhinolophus luctus ","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10778","McClureEtal1967-o797","Hipposideros bicolor","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10779","McClureEtal1967-o798","Hipposideros galiterus ","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10780","McClureEtal1967-o799","Hipposideros armiger ","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10781","McClureEtal1967-o8","Eonycteris spelaea","stratiomyid fly larvae","coprophagia","Asia","Malaysia",""
"10782","McClureEtal1967-o80","Hipposideros diadema ","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10783","McClureEtal1967-o800","Hipposideros diadema ","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10784","McClureEtal1967-o801","Myotis mystacinus","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10785","McClureEtal1967-o802","Taphozous melanopogon ","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10786","McClureEtal1967-o803","Eonycteris spelaea","Paratendipes inarmatus","cohabitates with","Asia","Malaysia",""
"10787","McClureEtal1967-o804","Rhinolophus affinis","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10788","McClureEtal1967-o805","Rhinolophus luctus ","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10789","McClureEtal1967-o806","Hipposideros bicolor","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10790","McClureEtal1967-o807","Hipposideros galiterus ","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10791","McClureEtal1967-o808","Hipposideros armiger ","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10792","McClureEtal1967-o809","Hipposideros diadema ","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10793","McClureEtal1967-o81","Eonycteris spelaea","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10794","McClureEtal1967-o810","Myotis mystacinus","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10795","McClureEtal1967-o811","Taphozous melanopogon ","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10796","McClureEtal1967-o812","Eonycteris spelaea","Podonomus sp.","cohabitates with","Asia","Malaysia",""
"10797","McClureEtal1967-o813","Rhinolophus affinis","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10798","McClureEtal1967-o814","Rhinolophus luctus ","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10799","McClureEtal1967-o815","Hipposideros bicolor","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10800","McClureEtal1967-o816","Hipposideros galiterus ","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10801","McClureEtal1967-o817","Hipposideros armiger ","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10802","McClureEtal1967-o818","Hipposideros diadema ","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10803","McClureEtal1967-o819","Myotis mystacinus","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10804","McClureEtal1967-o82","Myotis mystacinus","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10805","McClureEtal1967-o820","Taphozous melanopogon ","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10806","McClureEtal1967-o821","Eonycteris spelaea","Sargus metallinus ","cohabitates with","Asia","Malaysia",""
"10807","McClureEtal1967-o822","Rhinolophus affinis","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10808","McClureEtal1967-o823","Rhinolophus luctus ","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10809","McClureEtal1967-o824","Hipposideros bicolor","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10810","McClureEtal1967-o825","Hipposideros galiterus ","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10811","McClureEtal1967-o826","Hipposideros armiger ","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10812","McClureEtal1967-o827","Hipposideros diadema ","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10813","McClureEtal1967-o828","Myotis mystacinus","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10814","McClureEtal1967-o829","Taphozous melanopogon ","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10815","McClureEtal1967-o83","Taphozous melanopogon ","Ahaetulla formosa ","cohabitates with","Asia","Malaysia",""
"10816","McClureEtal1967-o830","Eonycteris spelaea","Sargus metallinus ","coprophagia","Asia","Malaysia",""
"10817","McClureEtal1967-o831","Rhinolophus affinis","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10818","McClureEtal1967-o832","Rhinolophus luctus ","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10819","McClureEtal1967-o833","Hipposideros bicolor","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10820","McClureEtal1967-o834","Hipposideros galiterus ","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10821","McClureEtal1967-o835","Hipposideros armiger ","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10822","McClureEtal1967-o836","Hipposideros diadema ","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10823","McClureEtal1967-o837","Myotis mystacinus","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10824","McClureEtal1967-o838","Taphozous melanopogon ","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10825","McClureEtal1967-o839","Eonycteris spelaea","Diploneura peregrina","cohabitates with","Asia","Malaysia",""
"10826","McClureEtal1967-o84","Rhinolophus affinis","Gecko marmorata","cohabitates with","Asia","Malaysia",""
"10827","McClureEtal1967-o840","Rhinolophus affinis","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10828","McClureEtal1967-o841","Rhinolophus luctus ","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10829","McClureEtal1967-o842","Hipposideros bicolor","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10830","McClureEtal1967-o843","Hipposideros galiterus ","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10831","McClureEtal1967-o844","Hipposideros armiger ","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10832","McClureEtal1967-o845","Hipposideros diadema ","Tricimba batucola","cohabitates with","Asia","Malaysia",""
"10833","McClureEtal1967-o846","Myotis mystacinus","Tricimba batucola","cohabitates with","Asia","Malaysia",""
