"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"5190","FosterKurta1999-a19","Myotis septentrionalis","Ulmus rubra","roost in","North America","United States","tree"
"5191","FosterKurta1999-a2","Myotis septentrionalis","","roost in","","","anthropogenic"
"5192","FosterKurta1999-a20","Myotis septentrionalis","elm","roost in","North America","United States","tree"
"5193","FosterKurta1999-a21","Myotis septentrionalis","American beech","roost in","","","tree"
"5194","FosterKurta1999-a22","Myotis septentrionalis","sugar maple","roost in","","","tree"
"5195","FosterKurta1999-a23","Myotis septentrionalis","Betula alleghaniensis","roost in","","","tree"
"5196","FosterKurta1999-a24","Myotis septentrionalis","red maple","roost in","","","tree"
"5197","FosterKurta1999-a3","Myotis septentrionalis","","roost in","","","anthropogenic"
"5198","FosterKurta1999-a4","Myotis septentrionalis","","roost in","","","agricultural ecosystem"
"5199","FosterKurta1999-a5","Myotis septentrionalis","silver maples","roost in","North America","United States","tree"
"5200","FosterKurta1999-a6","Myotis septentrionalis","red maple","roost in","North America","United States","tree"
"5201","FosterKurta1999-a7","Myotis septentrionalis","green ashes","roost in","North America","United States","tree"
"5202","FosterKurta1999-a8","Myotis septentrionalis","maples","roost in","North America","United States","tree"
"5203","FosterKurta1999-a9","Myotis septentrionalis","maples","roost in","North America","United States","tree"
"5204","FosterTimm1976-a1","Artibeus cinereus","","roost in","","","foliage"
"5205","FosterTimm1976-a10","Uroderma bilobatum","Sabal mauritiiformis","roost in","","","foliage"
"5206","FosterTimm1976-a11","Artibeus watsoni","Geonoma cuneata","roost in","","","foliage"
"5207","FosterTimm1976-a12","Artibeus watsoni","Geonoma cuneata","roost in","","","foliage"
"5208","FosterTimm1976-a13","Artibeus cinereus","palm tree","roost in","","","foliage"
"5209","FosterTimm1976-a14","Ectophylla alba","Heliconia","roost in","","","foliage"
"5210","FosterTimm1976-a15","Artibeus janaicensis","Acrocomia wallaceana","roost in","South America","Brazil","foliage"
"5211","FosterTimm1976-a2","Artibeus watsoni","","roost in","","","foliage"
"5212","FosterTimm1976-a3","Ectophylla alba","","roost in","","","foliage"
"5213","FosterTimm1976-a4","Uroderma bilobattum","","roost in","","","foliage"
"5214","FosterTimm1976-a5","Artibeus jamaicensis","Scheelea rostrata","roost in","Central America","Costa Rica","foliage"
"5215","FosterTimm1976-a6","Artibeus jamaicensis","Scheelea rostrata","roost in","Central America","Costa Rica","foliage"
"5216","FosterTimm1976-a7","Artibeus jamaicensis","Scheelea rostrata","roost in","Central America","Costa Rica","foliage"
"5217","FosterTimm1976-a8","Uroderma bilobatum","Pritchardia pacifica","roost in","","","foliage"
"5218","FosterTimm1976-a9","Uroderma bilobatum","Cocos nucifora","roost in","","","foliage"
"5219","FujitaKunz1984-a1","Pipistrellus subflavus","","roost in","North America","United States","cave"
"5220","FujitaKunz1984-a10","Pipistrellus subflavus","","roost in","","","anthropogenic"
"5221","FujitaKunz1984-a11","Pipistrellus subflavus","","roost in","","","anthropogenic"
"5222","FujitaKunz1984-a12","Pipistrellus subflavus","","roost in","","","tree"
"5223","FujitaKunz1984-a13","Pipistrellus subflavus","","roost in","","","cave"
"5224","FujitaKunz1984-a14","Pipistrellus subflavus","","roost in","","","rock shelter"
"5225","FujitaKunz1984-a15","Pipistrellus subflavus","","roost in","","","tree"
"5226","FujitaKunz1984-a2","Pipistrellus subflavus","","roost in","","","cave"
"5227","FujitaKunz1984-a3","Pipistrellus subflavus","","roost in","","","anthropogenic"
"5228","FujitaKunz1984-a4","Pipistrellus subflavus","","roost in","","","anthropogenic"
"5229","FujitaKunz1984-a5","Pipistrellus subflavus","","roost in","North America","United States","cave"
"5230","FujitaKunz1984-a6","Pipistrellus subflavus","","roost in","","","agricultural ecosystem"
"5231","FujitaKunz1984-a7","Pipistrellus subflavus","","roost in","","","agricultural ecosystem"
"5232","FujitaKunz1984-a8","Pipistrellus subflavus","","roost in","","","agricultural ecosystem"
"5233","FujitaKunz1984-a9","Pipistrellus subflavus","","roost in","","","anthropogenic"
"5234","FujitaKunz1984-b1","Pipistrellus subflavus","Myotis lucifugus","co-roosts with","","",""
"5235","FujitaKunz1984-b2","Pipistrellus subflavus","Myotis keenii","co-roosts with","","",""
"5236","FujitaKunz1984-b3","Pipistrellus subflavus","Myotis sodalis","co-roosts with","","",""
"5237","FujitaKunz1984-b4","Pipistrellus subflavus","Myotis austroriparius","co-roosts with","","",""
"5238","FujitaKunz1984-b5","Pipistrellus subflavus","Myotis grisescens","co-roosts with","","",""
"5239","FujitaKunz1984-b6","Pipistrellus subflavus","Eptesicus fuscus","co-roosts with","","",""
"5240","FujitaKunz1984-o1","Pipistrellus subflavus","Microtus ochragaster","preyed upon by","","",""
"5241","FujitaKunz1984-o10","Pipistrellus subflavus","chironomids","preys on","","",""
"5242","FujitaKunz1984-o11","Pipistrellus subflavus","Hymenoptera","preys on","","",""
"5243","FujitaKunz1984-o12","Pipistrellus subflavus","formicids","preys on","","",""
"5244","FujitaKunz1984-o13","Pipistrellus subflavus","Lepidoptera","preys on","","",""
"5245","FujitaKunz1984-o2","Pipistrellus subflavus","Rana pipiens","preyed upon by","","",""
"5246","FujitaKunz1984-o3","Pipistrellus subflavus","Lasiurus cinereus","preyed upon by","","",""
"5247","FujitaKunz1984-o4","Pipistrellus subflavus","Coleoptera","preys on","","",""
"5248","FujitaKunz1984-o5","Pipistrellus subflavus","carabids","preys on","","",""
"5249","FujitaKunz1984-o6","Pipistrellus subflavus","Homoptera","preys on","","",""
"5250","FujitaKunz1984-o7","Pipistrellus subflavus","cicadillids","preys on","","",""
"5251","FujitaKunz1984-o8","Pipistrellus subflavus","Diptera","preys on","","",""
"5252","FujitaKunz1984-o9","Pipistrellus subflavus","culcids","preys on","","",""
"5253","FujitaKunz1984-p1","Myotis lucifugus","eastern equine encephalitis","parasitized by","","",""
"5254","FujitaKunz1984-p10","Pipistrellus subflavus","Plagiorchis micracanthos","parasitized by","","",""
"5255","FujitaKunz1984-p11","Pipistrellus subflavus","Eimeria macyi","parasitized by","","",""
"5256","FujitaKunz1984-p12","Pipistrellus subflavus","Euschongastia pipistrelli","parasitized by","","",""
"5257","FujitaKunz1984-p13","Pipistrellus subflavus","Euschongastia pipistrelli","parasitized by","","",""
"5258","FujitaKunz1984-p14","Pipistrellus subflavus","Euschongastia pipistrelli","parasitized by","","",""
"5259","FujitaKunz1984-p15","Pipistrellus subflavus","Euschongastia pipistrelli","parasitized by","","",""
"5260","FujitaKunz1984-p16","Pipistrellus subflavus","Euschongastia staffordi","parasitized by","","",""
"5261","FujitaKunz1984-p17","Pipistrellus subflavus","Euschongastia pipistrelli","parasitized by","","",""
"5262","FujitaKunz1984-p18","Pipistrellus subflavus","Perissopalla flagillesutala","parasitized by","","",""
"5263","FujitaKunz1984-p19","Pipistrellus subflavus","Macronyssus crosbyi","parasitized by","","",""
"5264","FujitaKunz1984-p2","Eptesicus fuscus","eastern equine encephalitis","parasitized by","","",""
"5265","FujitaKunz1984-p20","Pipistrellus subflavus","Macronyssus unidens ","parasitized by","","",""
"5266","FujitaKunz1984-p21","Pipistrellus subflavus","spinturnicid mites","parasitized by","","",""
"5267","FujitaKunz1984-p22","Pipistrellus subflavus","Neomyobia caudata","parasitized by","","",""
"5268","FujitaKunz1984-p3","Pipistrellus subflavus","rabies","parasitized by","","",""
"5269","FujitaKunz1984-p4","Pipistrellus subflavus","rabies","parasitized by","","",""
"5270","FujitaKunz1984-p5","Pipistrellus subflavus","rabies","parasitized by","","",""
"5271","FujitaKunz1984-p6","Pipistrellus subflavus","rabies","parasitized by","","",""
"5272","FujitaKunz1984-p7","Pipistrellus subflavus","Acanthatrium pipistrelli","parasitized by","","",""
"5273","FujitaKunz1984-p8","Pipistrellus subflavus","Acanthatrium macyi","parasitized by","","",""
"5274","FujitaKunz1984-p9","Pipistrellus subflavus","Prosthodendium oligolecithum","parasitized by","","",""
"5275","Gaisler1970-a1","Barbastella barbastellus","","roost in","#N/A","Czech Republic","cave"
"5276","Gaisler1970-a10","Myotis myotis","","roost in","Europe","Slovakia","cave"
"5277","Gaisler1970-a11","Rhinolophus euryale","","roost in","Europe","Slovakia","cave"
"5278","Gaisler1970-a12","Rhinolophus ferrumequinum ","","roost in","Europe","Slovakia","cave"
"5279","Gaisler1970-a13","Myotis longipes","","roost in","Asia","Afghanistan","cave"
"5280","Gaisler1970-a14","Miniopterus schreibersi","","roost in","Asia","Afghanistan","cave"
"5281","Gaisler1970-a2","Myotis myotis","","roost in","#N/A","Czech Republic","cave"
"5282","Gaisler1970-a3","Rhinolophus hipposideros","","roost in","#N/A","Czech Republic","cave"
"5283","Gaisler1970-a4","Barbastella barbastellus","","roost in","","","cave"
"5284","Gaisler1970-a5","Myotis myotis","","roost in","","","cave"
"5285","Gaisler1970-a6","Myotis","","roost in","","","anthropogenic"
"5286","Gaisler1970-a7","Plecotus","","roost in","","","anthropogenic"
"5287","Gaisler1970-a8","Eptesicus","","roost in","","","anthropogenic"
"5288","Gaisler1970-a9","Miniopterus schreibersi","","roost in","Europe","Slovakia","cave"
"5289","GaislerEtal1979-a1","Nyctalus noctula","","roost in","#N/A","Czech Republic","tree"
"5290","GaislerEtal1979-a10","Nyctalus noctula","willow","roost in","#N/A","Czech Republic","tree"
"5291","GaislerEtal1979-a11","Nyctalus noctula","aspen","roost in","#N/A","Czech Republic","tree"
"5292","GaislerEtal1979-a12","Nyctalus noctula","pine","roost in","#N/A","Czech Republic","tree"
"5293","GaislerEtal1979-a13","Nyctalus noctula","ash","roost in","#N/A","Czech Republic","tree"
"5294","GaislerEtal1979-a14","Nyctalus noctula","elm","roost in","#N/A","Czech Republic","tree"
"5295","GaislerEtal1979-a15","Nyctalus noctula","apple","roost in","#N/A","Czech Republic","tree"
"5296","GaislerEtal1979-a16","Nyctalus noctula","acacia","roost in","#N/A","Czech Republic","tree"
"5297","GaislerEtal1979-a17","Nyctalus noctula","maple","roost in","#N/A","Czech Republic","tree"
"5298","GaislerEtal1979-a18","Nyctalus noctula","walnut","roost in","#N/A","Czech Republic","tree"
"5299","GaislerEtal1979-a19","Nyctalus noctula","spruce","roost in","#N/A","Czech Republic","tree"
"5300","GaislerEtal1979-a2","Nyctalus noctula","","roost in","#N/A","Czech Republic","tree"
"5301","GaislerEtal1979-a20","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5302","GaislerEtal1979-a21","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5303","GaislerEtal1979-a22","Nyctalus noctula","pine","roost in","#N/A","Czech Republic","tree"
"5304","GaislerEtal1979-a23","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5305","GaislerEtal1979-a24","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5306","GaislerEtal1979-a25","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5307","GaislerEtal1979-a26","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5308","GaislerEtal1979-a27","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5309","GaislerEtal1979-a28","Pipistrellus pipistrellus","","roost in","#N/A","Czech Republic","anthropogenic"
"5310","GaislerEtal1979-a29","Vespertilio murinus","","roost in","#N/A","Czech Republic","anthropogenic"
"5311","GaislerEtal1979-a3","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5312","GaislerEtal1979-a30","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5313","GaislerEtal1979-a31","Nyctalus noctula","","roost in","#N/A","Czech Republic","anthropogenic"
"5314","GaislerEtal1979-a32","Nyctalus noctula","","roost in","#N/A","Czech Republic","rock shelter"
"5315","GaislerEtal1979-a33","Nyctalus noctula","Typha","roost in","#N/A","Czech Republic","foliage"
"5316","GaislerEtal1979-a34","Nyctalus noctula","willow","roost in","#N/A","Czech Republic","tree"
"5317","GaislerEtal1979-a35","Nyctalus noctula","","roost in","#N/A","Czech Republic","tree"
"5318","GaislerEtal1979-a36","Nyctalus noctula","","roost in","#N/A","Czech Republic","tree"
"5319","GaislerEtal1979-a37","Myotis mystacinus","","roost in","#N/A","Czech Republic","anthropogenic"
"5320","GaislerEtal1979-a38","Myotis nattereri ","","roost in","#N/A","Czech Republic","anthropogenic"
"5321","GaislerEtal1979-a39","Nyctalus noctula","lime","roost in","","","tree"
"5322","GaislerEtal1979-a4","Nyctalus noctula","","roost in","#N/A","Czech Republic","tree"
"5323","GaislerEtal1979-a40","Nyctalus noctula","poplar","roost in","","","tree"
"5324","GaislerEtal1979-a41","Nyctalus noctula","oaks","roost in","","","tree"
"5325","GaislerEtal1979-a42","Nyctalus noctula","birches","roost in","","","tree"
"5326","GaislerEtal1979-a43","Nyctalus noctula","aspen","roost in","","","tree"
"5327","GaislerEtal1979-a44","Nyctalus noctula","pine","roost in","","","tree"
"5328","GaislerEtal1979-a45","Nyctalus noctula","oaks","roost in","","","tree"
"5329","GaislerEtal1979-a46","Nyctalus noctula","beech","roost in","","","tree"
"5330","GaislerEtal1979-a47","Nyctalus noctula","norn-beam","roost in","","","tree"
"5331","GaislerEtal1979-a48","Nyctalus noctula","lime","roost in","","","tree"
"5332","GaislerEtal1979-a49","Nyctalus noctula","aspen","roost in","","","tree"
"5333","GaislerEtal1979-a5","Nyctalus noctula","lime-tree","roost in","","","tree"
"5334","GaislerEtal1979-a50","Nyctalus noctula","birches","roost in","","","tree"
"5335","GaislerEtal1979-a51","Nyctalus noctula","ash","roost in","","","tree"
"5336","GaislerEtal1979-a52","Nyctalus noctula","pear","roost in","","","tree"
"5337","GaislerEtal1979-a53","Nyctalus noctula","black poplar","roost in","","","tree"
"5338","GaislerEtal1979-a54","Nyctalus noctula","pine","roost in","","","tree"
"5339","GaislerEtal1979-a55","Nyctalus noctula","false acacia","roost in","","","tree"
"5340","GaislerEtal1979-a56","Nyctalus noctula","walnut","roost in","","","tree"
"5341","GaislerEtal1979-a57","Nyctalus noctula","chestnut","roost in","","","tree"
"5342","GaislerEtal1979-a58","Nyctalus noctula","beech","roost in","","","tree"
"5343","GaislerEtal1979-a59","Nyctalus noctula","pine","roost in","","","tree"
"5344","GaislerEtal1979-a6","Nyctalus noctula","beech","roost in","","","tree"
"5345","GaislerEtal1979-a60","Nyctalus noctula","pine","roost in","","","tree"
"5346","GaislerEtal1979-a61","Nyctalus noctula","silver poplar","roost in","","","tree"
"5347","GaislerEtal1979-a62","Nyctalus noctula","oaks","roost in","","","tree"
"5348","GaislerEtal1979-a63","Nyctalus noctula","aspen","roost in","","","tree"
"5349","GaislerEtal1979-a64","Nyctalus noctula","beech","roost in","","","tree"
"5350","GaislerEtal1979-a65","Nyctalus noctula","oak ","roost in","","","tree"
"5351","GaislerEtal1979-a66","Nyctalus noctula","maple","roost in","","","tree"
"5352","GaislerEtal1979-a67","Nyctalus noctula","","roost in","","","nest"
"5353","GaislerEtal1979-a68","Nyctalus noctula","","roost in","","","tree"
"5354","GaislerEtal1979-a69","Nyctalus noctula","","roost in","","","anthropogenic"
"5355","GaislerEtal1979-a7","Nyctalus noctula","oak","roost in","#N/A","Czech Republic","tree"
